% Motor voltage for all motors
% 1 	Time (sec)
% 2-3 	Voltage to motor (to Teensy) 1,2 (Volt)
% 4-5 	Voltage to motor (from Teensy) 1,2 (Volt)
% 6-7 	PWM to motor (+/- 2096) (from Teensy) 1,2
% 8 	Relax motor controller (standing still for some time)
1738769071.4188 0.00 0.00 0.00 0.00 0 0 1
1738769199.8717 0.00 0.00 0.00 0.00 0 0 1
1738769071.4188 0.00 0.00 0.00 0.00 0 0 1
1738769071.4188 0.00 0.00 0.00 0.00 0 0 1
1738769199.8970 0.00 0.00 0.00 0.00 0 0 1
1738769071.4188 0.00 0.00 0.00 0.00 0 0 1
1738769199.9220 0.00 0.00 0.00 0.00 0 0 1
1738769071.4188 0.00 0.00 0.00 0.00 0 0 1
1738769071.4188 0.00 0.00 0.00 0.00 0 0 1
1738769199.9470 0.00 0.00 0.00 0.00 0 0 1
1738769071.4188 0.00 0.00 0.00 0.00 0 0 1
1738769071.4188 0.00 0.00 0.00 0.00 0 0 1
1738769199.9719 0.00 0.00 0.00 0.00 0 0 1
1738769071.4188 0.00 0.00 0.00 0.00 0 0 1
1738769199.9970 0.00 0.00 0.00 0.00 0 0 1
1738769071.4188 0.00 0.00 0.00 0.00 0 0 1
1738769071.4188 0.00 0.00 0.00 0.00 0 0 1
1738769200.0220 0.00 0.00 0.00 0.00 0 0 1
1738769071.4188 0.00 0.00 0.00 0.00 0 0 1
1738769071.4188 0.00 0.00 0.00 0.00 0 0 1
1738769200.0470 0.00 0.00 0.00 0.00 0 0 1
1738769071.4188 0.00 0.00 0.00 0.00 0 0 1
1738769200.0721 0.00 0.00 0.00 0.00 0 0 1
1738769071.4188 0.00 0.00 0.00 0.00 0 0 1
1738769071.4188 0.00 0.00 0.00 0.00 0 0 1
1738769200.0970 0.00 0.00 0.00 0.00 0 0 1
1738769071.4188 0.00 0.00 0.00 0.00 0 0 1
1738769071.4188 0.00 0.00 0.00 0.00 0 0 1
1738769200.1219 0.00 0.00 0.00 0.00 0 0 1
1738769071.4188 0.00 0.00 0.00 0.00 0 0 1
1738769200.1471 0.00 0.00 0.00 0.00 0 0 1
1738769071.4188 0.00 0.00 0.00 0.00 0 0 1
1738769071.4188 0.00 0.00 0.00 0.00 0 0 1
1738769200.1717 0.00 0.00 0.00 0.00 0 0 1
1738769071.4188 0.00 0.00 0.00 0.00 0 0 1
1738769071.4188 0.00 0.00 0.00 0.00 0 0 1
1738769200.1967 0.00 0.00 0.00 0.00 0 0 1
1738769071.4188 0.00 0.00 0.00 0.00 0 0 1
1738769200.2216 0.00 0.00 0.00 0.00 0 0 1
1738769071.4188 0.00 0.00 0.00 0.00 0 0 1
1738769071.4188 0.00 0.00 0.00 0.00 0 0 1
1738769200.2465 0.00 0.00 0.00 0.00 0 0 1
1738769071.4188 0.00 0.00 0.00 0.00 0 0 1
1738769071.4188 0.00 0.00 0.00 0.00 0 0 1
1738769200.2715 0.00 0.00 0.00 0.00 0 0 1
1738769071.4188 0.00 0.00 0.00 0.00 0 0 1
1738769200.2975 0.00 0.00 0.00 0.00 0 0 1
1738769071.4188 0.00 0.00 0.00 0.00 0 0 1
1738769071.4188 0.00 0.00 0.00 0.00 0 0 1
1738769200.3218 0.00 0.00 0.00 0.00 0 0 1
1738769071.4188 0.00 0.00 0.00 0.00 0 0 1
1738769071.4188 0.00 0.00 0.00 0.00 0 0 1
1738769200.3472 0.00 0.00 0.00 0.00 0 0 1
1738769071.4188 0.00 0.00 0.00 0.00 0 0 1
1738769200.3716 0.00 0.00 0.00 0.00 0 0 1
1738769071.4188 0.00 0.00 0.00 0.00 0 0 1
1738769071.4188 0.00 0.00 0.00 0.00 0 0 1
1738769200.3976 0.00 0.00 0.00 0.00 0 0 1
1738769071.4188 0.00 0.00 0.00 0.00 0 0 1
1738769071.4188 0.00 0.00 0.00 0.00 0 0 1
1738769200.4216 0.00 0.00 0.00 0.00 0 0 1
1738769071.4188 0.00 0.00 0.00 0.00 0 0 1
1738769200.4476 0.00 0.00 0.00 0.00 0 0 1
1738769071.4188 0.00 0.00 0.00 0.00 0 0 1
1738769071.4188 0.00 0.00 0.00 0.00 0 0 1
1738769200.4725 0.00 0.00 0.00 0.00 0 0 1
1738769071.4188 0.00 0.00 0.00 0.00 0 0 1
1738769071.4188 0.00 0.00 0.00 0.00 0 0 1
1738769200.4968 0.00 0.00 0.00 0.00 0 0 1
1738769071.4188 0.00 0.00 0.00 0.00 0 0 1
1738769200.5217 0.00 0.00 0.00 0.00 0 0 1
1738769071.4188 0.00 0.00 0.00 0.00 0 0 1
1738769071.4188 0.00 0.00 0.00 0.00 0 0 1
1738769200.5470 0.00 0.00 0.00 0.00 0 0 1
1738769071.4188 0.00 0.00 0.00 0.00 0 0 1
1738769071.4188 0.00 0.00 0.00 0.00 0 0 1
1738769200.5724 0.00 0.00 0.00 0.00 0 0 1
1738769071.4188 0.00 0.00 0.00 0.00 0 0 1
1738769200.5975 0.00 0.00 0.00 0.00 0 0 1
1738769071.4188 0.00 0.00 0.00 0.00 0 0 1
1738769071.4188 0.00 0.00 0.00 0.00 0 0 1
1738769200.6223 0.00 0.00 0.00 0.00 0 0 1
1738769071.4188 0.00 0.00 0.00 0.00 0 0 1
1738769071.4188 0.00 0.00 0.00 0.00 0 0 1
1738769200.6466 0.00 0.00 0.00 0.00 0 0 1
1738769071.4188 0.00 0.00 0.00 0.00 0 0 1
1738769200.6719 0.00 0.00 0.00 0.00 0 0 1
1738769071.4188 0.00 0.00 0.00 0.00 0 0 1
1738769071.4188 0.00 0.00 0.00 0.00 0 0 1
1738769200.6971 0.00 0.00 0.00 0.00 0 0 1
1738769071.4188 0.00 0.00 0.00 0.00 0 0 1
1738769071.4188 0.00 0.00 0.00 0.00 0 0 1
1738769200.7224 0.00 0.00 0.00 0.00 0 0 1
1738769071.4188 0.00 0.00 0.00 0.00 0 0 1
1738769200.7475 0.00 0.00 0.00 0.00 0 0 1
1738769071.4188 0.00 0.00 0.00 0.00 0 0 1
1738769071.4188 0.00 0.00 0.00 0.00 0 0 1
1738769200.7717 0.00 0.00 0.00 0.00 0 0 1
1738769071.4188 0.00 0.00 0.00 0.00 0 0 1
1738769071.4188 0.00 0.00 0.00 0.00 0 0 1
1738769200.7968 0.00 0.00 0.00 0.00 0 0 1
1738769071.4188 0.00 0.00 0.00 0.00 0 0 1
1738769200.8220 0.00 0.00 0.00 0.00 0 0 1
