% Motor voltage for all motors
% 1 	Time (sec)
% 2-3 	Voltage to motor (to Teensy) 1,2 (Volt)
% 4-5 	Voltage to motor (from Teensy) 1,2 (Volt)
% 6-7 	PWM to motor (+/- 2096) (from Teensy) 1,2
% 8 	Relax motor controller (standing still for some time)
1740749482.8522 0.00 0.00 0.00 0.00 0 0 1
1740737857.3795 0.00 0.00 0.00 0.00 0 0 1
1740737857.3795 0.00 0.00 0.00 0.00 0 0 1
1740749482.8774 0.00 0.00 0.00 0.00 0 0 1
1740737857.3795 0.00 0.00 0.00 0.00 0 0 1
1740749482.9025 0.00 0.00 0.00 0.00 0 0 1
1740737857.3795 0.00 0.00 0.00 0.00 0 0 1
1740737857.3795 0.00 0.00 0.00 0.00 0 0 1
1740749482.9270 0.00 0.00 0.00 0.00 0 0 1
1740737857.3795 0.00 0.00 0.00 0.00 0 0 1
1740737857.3795 0.00 0.00 0.00 0.00 0 0 1
1740749482.9525 0.00 0.00 0.00 0.00 0 0 1
1740737857.3795 0.00 0.00 0.00 0.00 0 0 1
1740749482.9775 0.00 0.00 0.00 0.00 0 0 1
1740737857.3795 0.00 0.00 0.00 0.00 0 0 1
1740737857.3795 0.00 0.00 0.00 0.00 0 0 1
1740749483.0016 0.00 0.00 0.00 0.00 0 0 1
1740737857.3795 0.00 0.00 0.00 0.00 0 0 1
1740737857.3795 0.00 0.00 0.00 0.00 0 0 1
1740749483.0280 0.00 0.00 0.00 0.00 0 0 1
1740737857.3795 0.00 0.00 0.00 0.00 0 0 1
1740749483.0522 0.00 0.00 0.00 0.00 0 0 1
1740737857.3795 0.00 0.00 0.00 0.00 0 0 1
1740737857.3795 0.00 0.00 0.00 0.00 0 0 1
1740749483.0775 0.00 0.00 0.00 0.00 0 0 1
1740737857.3795 0.00 0.00 0.00 0.00 0 0 1
1740737857.3795 0.00 0.00 0.00 0.00 0 0 1
1740749483.1025 0.00 0.00 0.00 0.00 0 0 1
1740737857.3795 0.00 0.00 0.00 0.00 0 0 1
1740749483.1275 0.00 0.00 0.00 0.00 0 0 1
1740737857.3795 0.00 0.00 0.00 0.00 0 0 1
1740737857.3795 0.00 0.00 0.00 0.00 0 0 1
1740749483.1517 0.00 0.00 0.00 0.00 0 0 1
1740737857.3795 0.00 0.00 0.00 0.00 0 0 1
1740737857.3795 0.00 0.00 0.00 0.00 0 0 1
1740749483.1769 0.00 0.00 0.00 0.00 0 0 1
1740737857.3795 0.00 0.00 0.00 0.00 0 0 1
1740749483.2021 0.00 0.00 0.00 0.00 0 0 1
1740737857.3795 0.00 0.00 0.00 0.00 0 0 1
1740737857.3795 0.00 0.00 0.00 0.00 0 0 1
1740749483.2270 0.00 0.00 0.00 0.00 0 0 1
1740737857.3795 0.00 0.00 0.00 0.00 0 0 1
1740737857.3795 0.00 0.00 0.00 0.00 0 0 1
