% mqtt logfile, enabled=true
% broker=tcp://localhost:1883
% context=drive
% client id=tif_in
% system=robobot/ (top level ID)
% function=drive/ (next level name)
% 1 	Time (sec)
% 2 	Quality of service 0=max once, 1=at least once, 2=once, S=subscribe
% 3 	'Topic'
% 4 	Message / payload
1741340982.8644 0 drive robobot/cmd/ti/log 1
1741340983.1894 0 drive robobot/cmd/T0/enc0  
1741340983.1895 0 drive robobot/cmd/T0/confw 0.075 0.075 19 68 0.23
1741340983.1896 0 drive robobot/cmd/T0/encrev 1
1741340983.1897 0 drive robobot/cmd/T0/confi  
1741340983.4716 0 drive robobot/cmd/T0/lip 1
1741340983.4918 0 drive robobot/cmd/T0/liwi  
1741340983.5128 0 drive robobot/cmd/T0/leds 16 0 0 30
1741340983.5130 0 drive robobot/cmd/ti/rc 0.0 0.0
1741340983.5195 0 drive robobot/cmd/ti/rc 0.250 0.008 1741340983.5193424
1741340983.5291 0 drive robobot/cmd/ti/rc 0.250 0.008 1741340983.5289178
1741340983.5388 0 drive robobot/cmd/ti/rc 0.250 0.007 1741340983.5387156
1741340983.5487 0 drive robobot/cmd/ti/rc 0.250 0.008 1741340983.5485716
1741340983.5584 0 drive robobot/cmd/ti/rc 0.250 0.008 1741340983.5583036
1741340983.5692 0 drive robobot/cmd/ti/rc 0.250 0.008 1741340983.5691059
1741340983.5794 0 drive robobot/cmd/ti/rc 0.250 -0.006 1741340983.5792701
1741340983.5889 0 drive robobot/cmd/ti/rc 0.250 0.007 1741340983.5888247
1741340983.5986 0 drive robobot/cmd/ti/rc 0.250 0.005 1741340983.598538
1741340983.6088 0 drive robobot/cmd/ti/rc 0.250 0.009 1741340983.6086628
1741340983.6185 0 drive robobot/cmd/ti/rc 0.250 0.008 1741340983.6184452
1741340983.6297 0 drive robobot/cmd/ti/rc 0.250 0.008 1741340983.6293476
1741340983.6390 0 drive robobot/cmd/ti/rc 0.250 0.011 1741340983.6387112
1741340983.6489 0 drive robobot/cmd/ti/rc 0.250 0.009 1741340983.6488144
1741340983.6591 0 drive robobot/cmd/ti/rc 0.250 0.008 1741340983.6588013
1741340983.6692 0 drive robobot/cmd/ti/rc 0.250 0.009 1741340983.6690297
1741340983.6788 0 drive robobot/cmd/ti/rc 0.250 0.010 1741340983.6787193
1741340983.6889 0 drive robobot/cmd/ti/rc 0.250 0.010 1741340983.6888194
1741340983.6988 0 drive robobot/cmd/ti/rc 0.250 0.011 1741340983.6986868
1741340983.7086 0 drive robobot/cmd/ti/rc 0.250 0.010 1741340983.7085097
1741340983.7187 0 drive robobot/cmd/ti/rc 0.250 0.010 1741340983.7185555
1741340983.7285 0 drive robobot/cmd/ti/rc 0.250 0.010 1741340983.7284067
1741340983.7394 0 drive robobot/cmd/ti/rc 0.250 0.011 1741340983.7392588
1741340983.7495 0 drive robobot/cmd/ti/rc 0.250 0.012 1741340983.7492943
1741340983.7593 0 drive robobot/cmd/ti/rc 0.250 0.013 1741340983.7591658
1741340983.7693 0 drive robobot/cmd/ti/rc 0.250 0.013 1741340983.769017
1741340983.7791 0 drive robobot/cmd/ti/rc 0.250 0.014 1741340983.7789314
1741340983.7891 0 drive robobot/cmd/ti/rc 0.250 0.014 1741340983.7889497
1741340983.7996 0 drive robobot/cmd/ti/rc 0.250 0.015 1741340983.799388
1741340983.8090 0 drive robobot/cmd/ti/rc 0.250 0.015 1741340983.8088024
1741340983.8187 0 drive robobot/cmd/ti/rc 0.250 0.014 1741340983.8185198
1741340983.8299 0 drive robobot/cmd/ti/rc 0.250 0.011 1741340983.8296018
1741340983.8420 0 drive robobot/cmd/ti/rc 0.250 0.007 1741340983.841876
1741340983.8494 0 drive robobot/cmd/ti/rc 0.250 0.002 1741340983.8492527
1741340983.8599 0 drive robobot/cmd/ti/rc 0.250 -0.007 1741340983.8593452
1741340983.8694 0 drive robobot/cmd/ti/rc 0.250 -0.017 1741340983.869227
1741340983.8794 0 drive robobot/cmd/ti/rc 0.250 -0.030 1741340983.8793478
1741340983.8895 0 drive robobot/cmd/ti/rc 0.250 -0.044 1741340983.8892841
1741340983.8993 0 drive robobot/cmd/ti/rc 0.250 -0.060 1741340983.8991637
1741340983.9091 0 drive robobot/cmd/ti/rc 0.250 -0.076 1741340983.909033
1741340983.9190 0 drive robobot/cmd/ti/rc 0.250 -0.093 1741340983.9188883
1741340983.9288 0 drive robobot/cmd/ti/rc 0.250 -0.110 1741340983.928754
1741340983.9294 0 drive robobot/cmd/ti/alive 2025-03-07 10:49:42.860403
1741340983.9387 0 drive robobot/cmd/ti/rc 0.250 -0.127 1741340983.938611
1741340983.9497 0 drive robobot/cmd/ti/rc 0.250 -0.145 1741340983.9494615
