% Service logfile
% 1 	Time (sec)
% 2 	Message
1739528428.0566 Setup finished OK=1
1739528530.0432 Log command: robobot/cmd/ti/log 1
1739528530.6868 Mixer order: robobot/cmd/ti/rc 0.0 0.0
1739528530.6890 Mixer order: robobot/cmd/ti/rc 0.250 0.655 1739528530.6889782
1739528530.7001 Mixer order: robobot/cmd/ti/rc 0.250 0.555 1739528530.7000134
1739528530.7098 Mixer order: robobot/cmd/ti/rc 0.250 0.462 1739528530.7096996
1739528530.7196 Mixer order: robobot/cmd/ti/rc 0.250 0.445 1739528530.7194812
1739528530.7295 Mixer order: robobot/cmd/ti/rc 0.250 0.398 1739528530.7293284
1739528530.7392 Mixer order: robobot/cmd/ti/rc 0.250 0.393 1739528530.7391741
1739528530.7492 Mixer order: robobot/cmd/ti/rc 0.250 0.389 1739528530.7490578
1739528530.7599 Mixer order: robobot/cmd/ti/rc 0.250 0.402 1739528530.7598112
1739528530.7698 Mixer order: robobot/cmd/ti/rc 0.250 0.409 1739528530.7696905
1739528530.7796 Mixer order: robobot/cmd/ti/rc 0.250 0.417 1739528530.7794247
1739528530.7894 Mixer order: robobot/cmd/ti/rc 0.250 0.460 1739528530.7893
1739528530.7993 Mixer order: robobot/cmd/ti/rc 0.250 0.489 1739528530.7992034
1739528530.8100 Mixer order: robobot/cmd/ti/rc 0.250 0.518 1739528530.8097262
1739528530.8202 Mixer order: robobot/cmd/ti/rc 0.250 0.550 1739528530.8199914
1739528530.8298 Mixer order: robobot/cmd/ti/rc 0.250 0.582 1739528530.8297117
1739528530.8397 Mixer order: robobot/cmd/ti/rc 0.250 0.626 1739528530.8395765
1739528530.8495 Mixer order: robobot/cmd/ti/rc 0.250 0.670 1739528530.8493996
1739528530.8594 Mixer order: robobot/cmd/ti/rc 0.250 0.737 1739528530.859286
1739528530.8691 Mixer order: robobot/cmd/ti/rc 0.250 0.780 1739528530.8690214
1739528530.8799 Mixer order: robobot/cmd/ti/rc 0.250 0.821 1739528530.8798106
1739528530.8902 Mixer order: robobot/cmd/ti/rc 0.250 0.876 1739528530.8900712
1739528530.8999 Mixer order: robobot/cmd/ti/rc 0.250 0.927 1739528530.8997784
1739528530.9097 Mixer order: robobot/cmd/ti/rc 0.250 0.960 1739528530.909561
