% Motor voltage for all motors
% 1 	Time (sec)
% 2-3 	Voltage to motor (to Teensy) 1,2 (Volt)
% 4-5 	Voltage to motor (from Teensy) 1,2 (Volt)
% 6-7 	PWM to motor (+/- 2096) (from Teensy) 1,2
% 8 	Relax motor controller (standing still for some time)
1739528430.4381 0.00 0.00 0.00 0.00 0 0 1
1739528530.0594 0.00 0.00 0.00 0.00 0 0 1
1739528430.4381 0.00 0.00 0.00 0.00 0 0 1
1739528430.4381 0.00 0.00 0.00 0.00 0 0 1
1739528530.0843 0.00 0.00 0.00 0.00 0 0 1
1739528430.4381 0.00 0.00 0.00 0.00 0 0 1
1739528430.4381 0.00 0.00 0.00 0.00 0 0 1
1739528530.1096 0.00 0.00 0.00 0.00 0 0 1
1739528430.4381 0.00 0.00 0.00 0.00 0 0 1
1739528530.1341 0.00 0.00 0.00 0.00 0 0 1
1739528430.4381 0.00 0.00 0.00 0.00 0 0 1
1739528430.4381 0.00 0.00 0.00 0.00 0 0 1
1739528530.1594 0.00 0.00 0.00 0.00 0 0 1
1739528430.4381 0.00 0.00 0.00 0.00 0 0 1
1739528430.4381 0.00 0.00 0.00 0.00 0 0 1
1739528530.1845 0.00 0.00 0.00 0.00 0 0 1
1739528430.4381 0.00 0.00 0.00 0.00 0 0 1
1739528530.2088 0.00 0.00 0.00 0.00 0 0 1
1739528430.4381 0.00 0.00 0.00 0.00 0 0 1
1739528430.4381 0.00 0.00 0.00 0.00 0 0 1
1739528530.2347 0.00 0.00 0.00 0.00 0 0 1
1739528430.4381 0.00 0.00 0.00 0.00 0 0 1
1739528430.4381 0.00 0.00 0.00 0.00 0 0 1
1739528530.2589 0.00 0.00 0.00 0.00 0 0 1
1739528430.4381 0.00 0.00 0.00 0.00 0 0 1
1739528530.2843 0.00 0.00 0.00 0.00 0 0 1
1739528430.4381 0.00 0.00 0.00 0.00 0 0 1
1739528430.4381 0.00 0.00 0.00 0.00 0 0 1
1739528530.3097 0.00 0.00 0.00 0.00 0 0 1
1739528430.4381 0.00 0.00 0.00 0.00 0 0 1
1739528430.4381 0.00 0.00 0.00 0.00 0 0 1
1739528530.3345 0.00 0.00 0.00 0.00 0 0 1
