% Motor voltage for all motors
% 1 	Time (sec)
% 2-3 	Voltage to motor (to Teensy) 1,2 (Volt)
% 4-5 	Voltage to motor (from Teensy) 1,2 (Volt)
% 6-7 	PWM to motor (+/- 2096) (from Teensy) 1,2
% 8 	Relax motor controller (standing still for some time)
1738943154.5330 0.00 0.00 0.00 0.00 0 0 1
1738943231.5301 0.00 0.00 0.00 0.00 0 0 1
1738943154.5330 0.00 0.00 0.00 0.00 0 0 1
1738943231.5551 0.00 0.00 0.00 0.00 0 0 1
1738943154.5330 0.00 0.00 0.00 0.00 0 0 1
1738943154.5330 0.00 0.00 0.00 0.00 0 0 1
1738943231.5805 0.00 0.00 0.00 0.00 0 0 1
1738943154.5330 0.00 0.00 0.00 0.00 0 0 1
1738943154.5330 0.00 0.00 0.00 0.00 0 0 1
1738943231.6058 0.00 0.00 0.00 0.00 0 0 1
1738943154.5330 0.00 0.00 0.00 0.00 0 0 1
1738943231.6299 0.00 0.00 0.00 0.00 0 0 1
1738943154.5330 0.00 0.00 0.00 0.00 0 0 1
1738943154.5330 0.00 0.00 0.00 0.00 0 0 1
1738943231.6557 0.00 0.00 0.00 0.00 0 0 1
1738943154.5330 0.00 0.00 0.00 0.00 0 0 1
1738943154.5330 0.00 0.00 0.00 0.00 0 0 1
1738943231.6835 0.00 0.00 0.00 0.00 0 0 1
1738943154.5330 0.00 0.00 0.00 0.00 0 0 1
1738943231.7055 0.00 0.00 0.00 0.00 0 0 1
1738943154.5330 0.00 0.00 0.00 0.00 0 0 1
1738943154.5330 0.00 0.00 0.00 0.00 0 0 1
1738943231.7300 0.00 0.00 0.00 0.00 0 0 1
1738943154.5330 0.00 0.00 0.00 0.00 0 0 1
1738943154.5330 0.00 0.00 0.00 0.00 0 0 1
1738943231.7553 0.00 0.00 0.00 0.00 0 0 1
1738943154.5330 0.00 0.00 0.00 0.00 0 0 1
1738943231.7802 0.00 0.00 0.00 0.00 0 0 1
1738943154.5330 0.00 0.00 0.00 0.00 0 0 1
1738943154.5330 0.00 0.00 0.00 0.00 0 0 1
1738943231.8053 0.00 0.00 0.00 0.00 0 0 1
1738943154.5330 0.00 0.00 0.00 0.00 0 0 1
1738943154.5330 0.00 0.00 0.00 0.00 0 0 1
1738943231.8302 0.00 0.00 0.00 0.00 0 0 1
1738943154.5330 0.00 0.00 0.00 0.00 0 0 1
1738943231.8552 0.00 0.00 0.00 0.00 0 0 1
1738943154.5330 0.00 0.00 0.00 0.00 0 0 1
1738943154.5330 0.00 0.00 0.00 0.00 0 0 1
1738943231.8802 0.00 0.00 0.00 0.00 0 0 1
1738943154.5330 0.00 0.00 0.00 0.00 0 0 1
1738943154.5330 0.00 0.00 0.00 0.00 0 0 1
1738943231.9052 0.00 0.00 0.00 0.00 0 0 1
1738943154.5330 0.00 0.00 0.00 0.00 0 0 1
1738943231.9302 0.00 0.00 0.00 0.00 0 0 1
1738943154.5330 0.00 0.00 0.00 0.00 0 0 1
1738943154.5330 0.00 0.00 0.00 0.00 0 0 1
1738943231.9552 0.00 0.00 0.00 0.00 0 0 1
1738943154.5330 0.00 0.00 0.00 0.00 0 0 1
1738943154.5330 0.00 0.00 0.00 0.00 0 0 1
1738943231.9802 0.00 0.00 0.00 0.00 0 0 1
1738943154.5330 0.00 0.00 0.00 0.00 0 0 1
1738943232.0057 0.00 0.00 0.00 0.00 0 0 1
1738943154.5330 0.00 0.00 0.00 0.00 0 0 1
1738943154.5330 0.00 0.00 0.00 0.00 0 0 1
1738943232.0307 0.00 0.00 0.00 0.00 0 0 1
1738943154.5330 0.00 0.00 0.00 0.00 0 0 1
1738943154.5330 0.00 0.00 0.00 0.00 0 0 1
1738943232.0558 0.00 0.00 0.00 0.00 0 0 1
1738943154.5330 0.00 0.00 0.00 0.00 0 0 1
1738943232.0807 0.00 0.00 0.00 0.00 0 0 1
1738943154.5330 0.00 0.00 0.00 0.00 0 0 1
1738943154.5330 0.00 0.00 0.00 0.00 0 0 1
1738943232.1051 0.00 0.00 0.00 0.00 0 0 1
1738943154.5330 0.00 0.00 0.00 0.00 0 0 1
1738943154.5330 0.00 0.00 0.00 0.00 0 0 1
1738943232.1310 0.00 0.00 0.00 0.00 0 0 1
1738943154.5330 0.00 0.00 0.00 0.00 0 0 1
1738943232.1553 0.00 0.00 0.00 0.00 0 0 1
1738943154.5330 0.00 0.00 0.00 0.00 0 0 1
1738943154.5330 0.00 0.00 0.00 0.00 0 0 1
1738943232.1802 0.00 0.00 0.00 0.00 0 0 1
1738943154.5330 0.00 0.00 0.00 0.00 0 0 1
1738943154.5330 0.00 0.00 0.00 0.00 0 0 1
1738943232.2052 0.00 0.00 0.00 0.00 0 0 1
1738943154.5330 0.00 0.00 0.00 0.00 0 0 1
1738943232.2302 0.00 0.00 0.00 0.00 0 0 1
1738943154.5330 0.00 0.00 0.00 0.00 0 0 1
1738943154.5330 0.00 0.00 0.00 0.00 0 0 1
1738943232.2553 0.00 0.00 0.00 0.00 0 0 1
1738943154.5330 0.00 0.00 0.00 0.00 0 0 1
1738943154.5330 0.00 0.00 0.00 0.00 0 0 1
1738943232.2805 0.00 0.00 0.00 0.00 0 0 1
1738943232.2935 0.00 0.00 0.00 0.00 0 0 1
1738943232.3058 0.00 0.00 0.00 0.00 0 0 0
1738943232.3082 2.01 2.01 0.00 0.00 0 0 0
1738943232.3230 2.53 2.53 0.00 0.00 0 0 0
1738943232.3311 2.53 2.53 2.50 2.50 0 0 0
1738943232.3376 1.61 1.73 2.50 2.50 0 0 0
1738943232.3526 1.79 2.07 2.50 2.50 0 0 0
1738943232.3554 1.79 2.07 1.80 2.10 0 0 0
1738943232.3685 2.45 2.68 1.80 2.10 0 0 0
1738943232.3806 2.45 2.68 2.50 2.70 0 0 0
1738943232.3824 2.40 2.36 2.50 2.70 0 0 0
1738943232.3978 2.14 2.19 2.50 2.70 0 0 0
1738943232.4060 2.14 2.19 2.10 2.20 0 0 0
1738943232.4139 0.51 1.37 2.10 2.20 0 0 0
1738943232.4274 -0.04 1.02 2.10 2.20 0 0 0
1738943232.4302 -0.04 1.02 -0.04 1.00 0 0 0
1738943232.4431 0.13 1.01 -0.04 1.00 0 0 0
1738943232.4555 0.13 1.01 0.13 1.00 0 0 0
1738943232.4579 0.17 1.19 0.13 1.00 0 0 0
1738943232.4728 -0.58 0.65 0.13 1.00 0 0 0
1738943232.4808 -0.58 0.65 -0.58 0.65 0 0 0
1738943232.4886 -0.51 0.30 -0.58 0.65 0 0 0
1738943232.5036 -0.27 0.62 -0.58 0.65 0 0 0
1738943232.5060 -0.27 0.62 -0.27 0.62 0 0 0
1738943232.5178 -0.20 0.79 -0.27 0.62 0 0 0
1738943232.5302 -0.20 0.79 -0.20 0.79 0 0 0
1738943232.5328 -0.11 0.38 -0.20 0.79 0 0 0
1738943232.5479 -0.01 0.63 -0.20 0.79 0 0 0
1738943232.5556 -0.01 0.63 -0.01 0.63 0 0 0
1738943232.5628 0.13 0.85 -0.01 0.63 0 0 0
1738943232.5786 0.20 0.75 -0.01 0.63 0 0 0
1738943232.5809 0.20 0.75 0.20 0.75 0 0 0
1738943232.5925 0.27 0.95 0.20 0.75 0 0 0
1738943232.6062 0.27 0.95 0.27 0.95 0 0 0
1738943232.6081 0.34 1.10 0.27 0.95 0 0 0
1738943232.6222 0.48 1.03 0.27 0.95 0 0 0
1738943232.6307 0.48 1.03 0.48 1.00 0 0 0
1738943232.6378 0.53 0.90 0.48 1.00 0 0 0
1738943232.6528 0.52 0.87 0.48 1.00 0 0 0
1738943232.6562 0.52 0.87 0.52 0.87 0 0 0
1738943232.6681 0.45 1.15 0.52 0.87 0 0 0
1738943232.6803 0.45 1.15 0.45 1.10 0 0 0
1738943232.6836 0.49 1.37 0.45 1.10 0 0 0
1738943232.6977 0.48 1.34 0.45 1.10 0 0 0
1738943232.7055 0.48 1.34 0.48 1.30 0 0 0
1738943232.7128 0.58 1.30 0.48 1.30 0 0 0
1738943232.7284 0.60 1.28 0.48 1.30 0 0 0
1738943232.7308 0.60 1.28 0.60 1.30 0 0 0
1738943232.7422 0.35 1.19 0.60 1.30 0 0 0
1738943232.7562 0.35 1.19 0.35 1.20 0 0 0
1738943232.7577 0.20 1.22 0.35 1.20 0 0 0
1738943232.7739 0.12 1.19 0.35 1.20 0 0 0
1738943232.7803 0.12 1.19 0.12 1.20 0 0 0
1738943232.7872 0.17 1.11 0.12 1.20 0 0 0
