% Motor voltage for all motors
% 1 	Time (sec)
% 2-3 	Voltage to motor (to Teensy) 1,2 (Volt)
% 4-5 	Voltage to motor (from Teensy) 1,2 (Volt)
% 6-7 	PWM to motor (+/- 2096) (from Teensy) 1,2
% 8 	Relax motor controller (standing still for some time)
1740753060.3636 0.00 0.00 0.00 0.00 0 0 1
1740757130.0779 0.00 0.00 0.00 0.00 0 0 1
1740753060.3636 0.00 0.00 0.00 0.00 0 0 1
1740757130.1021 0.00 0.00 0.00 0.00 0 0 1
1740753060.3636 0.00 0.00 0.00 0.00 0 0 1
1740753060.3636 0.00 0.00 0.00 0.00 0 0 1
1740757130.1272 0.00 0.00 0.00 0.00 0 0 1
1740753060.3636 0.00 0.00 0.00 0.00 0 0 1
1740753060.3636 0.00 0.00 0.00 0.00 0 0 1
1740757130.1526 0.00 0.00 0.00 0.00 0 0 1
1740753060.3636 0.00 0.00 0.00 0.00 0 0 1
1740757130.1774 0.00 0.00 0.00 0.00 0 0 1
1740753060.3636 0.00 0.00 0.00 0.00 0 0 1
1740753060.3636 0.00 0.00 0.00 0.00 0 0 1
1740757130.2023 0.00 0.00 0.00 0.00 0 0 1
1740753060.3636 0.00 0.00 0.00 0.00 0 0 1
1740753060.3636 0.00 0.00 0.00 0.00 0 0 1
1740757130.2274 0.00 0.00 0.00 0.00 0 0 1
1740753060.3636 0.00 0.00 0.00 0.00 0 0 1
1740757130.2528 0.00 0.00 0.00 0.00 0 0 1
1740753060.3636 0.00 0.00 0.00 0.00 0 0 1
1740753060.3636 0.00 0.00 0.00 0.00 0 0 1
1740757130.2777 0.00 0.00 0.00 0.00 0 0 1
1740753060.3636 0.00 0.00 0.00 0.00 0 0 1
1740753060.3636 0.00 0.00 0.00 0.00 0 0 1
1740757130.3027 0.00 0.00 0.00 0.00 0 0 1
1740753060.3636 0.00 0.00 0.00 0.00 0 0 1
1740757130.3270 0.00 0.00 0.00 0.00 0 0 1
1740753060.3636 0.00 0.00 0.00 0.00 0 0 1
1740753060.3636 0.00 0.00 0.00 0.00 0 0 1
1740757130.3530 0.00 0.00 0.00 0.00 0 0 1
1740753060.3636 0.00 0.00 0.00 0.00 0 0 1
1740753060.3636 0.00 0.00 0.00 0.00 0 0 1
1740757130.3779 0.00 0.00 0.00 0.00 0 0 1
1740753060.3636 0.00 0.00 0.00 0.00 0 0 1
1740757130.4030 0.00 0.00 0.00 0.00 0 0 1
1740753060.3636 0.00 0.00 0.00 0.00 0 0 1
1740753060.3636 0.00 0.00 0.00 0.00 0 0 1
1740757130.4270 0.00 0.00 0.00 0.00 0 0 1
1740753060.3636 0.00 0.00 0.00 0.00 0 0 1
1740753060.3636 0.00 0.00 0.00 0.00 0 0 1
1740757130.4526 0.00 0.00 0.00 0.00 0 0 1
1740753060.3636 0.00 0.00 0.00 0.00 0 0 1
1740757130.4773 0.00 0.00 0.00 0.00 0 0 1
1740753060.3636 0.00 0.00 0.00 0.00 0 0 1
1740753060.3636 0.00 0.00 0.00 0.00 0 0 1
1740757130.5024 0.00 0.00 0.00 0.00 0 0 1
1740753060.3636 0.00 0.00 0.00 0.00 0 0 1
1740753060.3636 0.00 0.00 0.00 0.00 0 0 1
1740757130.5274 0.00 0.00 0.00 0.00 0 0 1
1740753060.3636 0.00 0.00 0.00 0.00 0 0 1
1740757130.5524 0.00 0.00 0.00 0.00 0 0 1
1740753060.3636 0.00 0.00 0.00 0.00 0 0 1
1740753060.3636 0.00 0.00 0.00 0.00 0 0 1
1740757130.5773 0.00 0.00 0.00 0.00 0 0 1
1740753060.3636 0.00 0.00 0.00 0.00 0 0 1
1740753060.3636 0.00 0.00 0.00 0.00 0 0 1
1740757130.6024 0.00 0.00 0.00 0.00 0 0 1
1740753060.3636 0.00 0.00 0.00 0.00 0 0 1
1740757130.6277 0.00 0.00 0.00 0.00 0 0 1
1740753060.3636 0.00 0.00 0.00 0.00 0 0 1
1740753060.3636 0.00 0.00 0.00 0.00 0 0 1
1740757130.6524 0.00 0.00 0.00 0.00 0 0 1
1740753060.3636 0.00 0.00 0.00 0.00 0 0 1
1740753060.3636 0.00 0.00 0.00 0.00 0 0 1
1740757130.6775 0.00 0.00 0.00 0.00 0 0 1
1740753060.3636 0.00 0.00 0.00 0.00 0 0 1
