% mqtt logfile, enabled=true
% broker=tcp://localhost:1883
% context=drive
% client id=tif_in
% system=robobot/ (top level ID)
% function=drive/ (next level name)
% 1 	Time (sec)
% 2 	Quality of service 0=max once, 1=at least once, 2=once, S=subscribe
% 3 	'Topic'
% 4 	Message / payload
1738942997.2637 0 drive robobot/cmd/ti/log 1
1738942997.3810 0 drive robobot/cmd/T0/enc0  
1738942997.3811 0 drive robobot/cmd/T0/confw 0.075 0.075 19 68 0.23
1738942997.3811 0 drive robobot/cmd/T0/encrev 1
1738942997.3811 0 drive robobot/cmd/T0/confi  
1738942997.7659 0 drive robobot/cmd/T0/lip 1
1738942997.7862 0 drive robobot/cmd/T0/liwi  
1738942997.8068 0 drive robobot/cmd/T0/leds 16 0 0 30
1738942997.8068 0 drive robobot/cmd/ti/rc 0.0 0.0
1738942997.8144 0 drive robobot/cmd/ti/rc 0.250 0.018 1738942997.814292
1738942997.8241 0 drive robobot/cmd/ti/rc 0.250 0.016 1738942997.8240225
1738942997.8340 0 drive robobot/cmd/ti/rc 0.250 0.014 1738942997.833858
1738942997.8437 0 drive robobot/cmd/ti/rc 0.250 0.021 1738942997.8436234
1738942997.8548 0 drive robobot/cmd/ti/rc 0.250 0.023 1738942997.854619
1738942997.8643 0 drive robobot/cmd/ti/rc 0.250 0.025 1738942997.864204
1738942997.8743 0 drive robobot/cmd/ti/rc 0.250 0.023 1738942997.8742595
1738942997.8845 0 drive robobot/cmd/ti/rc 0.250 0.017 1738942997.884311
1738942997.8940 0 drive robobot/cmd/ti/rc 0.250 0.017 1738942997.8939397
1738942997.9038 0 drive robobot/cmd/ti/rc 0.250 0.013 1738942997.9037452
1738942997.9143 0 drive robobot/cmd/ti/rc 0.250 0.009 1738942997.9140646
1738942997.9260 0 drive robobot/cmd/ti/rc 0.250 0.013 1738942997.925748
1738942997.9343 0 drive robobot/cmd/ti/rc 0.250 0.009 1738942997.9340775
1738942997.9449 0 drive robobot/cmd/ti/rc 0.250 0.007 1738942997.9448245
1738942997.9546 0 drive robobot/cmd/ti/rc 0.250 0.005 1738942997.9545586
1738942997.9647 0 drive robobot/cmd/ti/rc 0.250 0.004 1738942997.9645505
1738942997.9743 0 drive robobot/cmd/ti/rc 0.250 -0.000 1738942997.9742434
1738942997.9841 0 drive robobot/cmd/ti/rc 0.250 -0.005 1738942997.9839692
1738942997.9941 0 drive robobot/cmd/ti/rc 0.250 -0.005 1738942997.9940007
1738942998.0049 0 drive robobot/cmd/ti/rc 0.250 -0.009 1738942998.0047698
1738942998.0148 0 drive robobot/cmd/ti/rc 0.250 -0.004 1738942998.0146995
1738942998.0245 0 drive robobot/cmd/ti/rc 0.250 -0.002 1738942998.0244596
1738942998.0343 0 drive robobot/cmd/ti/rc 0.250 -0.006 1738942998.0341973
1738942998.0442 0 drive robobot/cmd/ti/rc 0.250 -0.010 1738942998.0440745
1738942998.0540 0 drive robobot/cmd/ti/rc 0.250 -0.011 1738942998.0539134
1738942998.0650 0 drive robobot/cmd/ti/rc 0.250 -0.016 1738942998.06494
1738942998.0747 0 drive robobot/cmd/ti/rc 0.250 -0.022 1738942998.0746248
1738942998.0844 0 drive robobot/cmd/ti/rc 0.250 -0.021 1738942998.0843706
1738942998.0946 0 drive robobot/cmd/ti/rc 0.250 -0.026 1738942998.0944726
1738942998.1042 0 drive robobot/cmd/ti/rc 0.250 -0.026 1738942998.1041136
1738942998.1146 0 drive robobot/cmd/ti/rc 0.250 -0.021 1738942998.1141489
1738942998.1259 0 drive robobot/cmd/ti/rc 0.250 -0.022 1738942998.125579
1738942998.1343 0 drive robobot/cmd/ti/rc 0.250 0.184 1738942998.134152
1738942998.1444 0 drive robobot/cmd/ti/rc 0.250 -0.007 1738942998.144316
1738942998.1549 0 drive robobot/cmd/ti/rc 0.250 -0.072 1738942998.154839
1738942998.1646 0 drive robobot/cmd/ti/rc 0.250 -0.158 1738942998.1644866
1738942998.1745 0 drive robobot/cmd/ti/rc 0.250 -0.167 1738942998.1743784
1738942998.1845 0 drive robobot/cmd/ti/rc 0.250 -0.155 1738942998.1842978
1738942998.1940 0 drive robobot/cmd/ti/rc 0.250 -0.154 1738942998.1939096
1738942998.2053 0 drive robobot/cmd/ti/rc 0.250 -0.129 1738942998.2050843
1738942998.2150 0 drive robobot/cmd/ti/rc 0.250 -0.113 1738942998.2149184
1738942998.2247 0 drive robobot/cmd/ti/rc 0.250 -0.119 1738942998.224485
1738942998.2346 0 drive robobot/cmd/ti/rc 0.250 -0.119 1738942998.234463
1738942998.2442 0 drive robobot/cmd/ti/rc 0.250 -0.133 1738942998.244145
1738942998.2539 0 drive robobot/cmd/ti/rc 0.250 -0.105 1738942998.253807
1738942998.2651 0 drive robobot/cmd/ti/rc 0.250 -0.097 1738942998.2649786
1738942998.2726 0 drive robobot/cmd/ti/alive 2025-02-07 16:43:17.259423
1738942998.2746 0 drive robobot/cmd/ti/rc 0.250 -0.091 1738942998.2745333
1738942998.2845 0 drive robobot/cmd/ti/rc 0.250 -0.098 1738942998.2843745
1738942998.2945 0 drive robobot/cmd/ti/rc 0.250 -0.101 1738942998.294361
1738942998.3042 0 drive robobot/cmd/ti/rc 0.250 -0.099 1738942998.3040655
1738942998.3145 0 drive robobot/cmd/ti/rc 0.250 -0.095 1738942998.3142085
1738942998.3258 0 drive robobot/cmd/ti/rc 0.250 -0.100 1738942998.3251379
1738942998.3347 0 drive robobot/cmd/ti/rc 0.250 -0.103 1738942998.3346531
1738942998.3449 0 drive robobot/cmd/ti/rc 0.250 -0.127 1738942998.3448098
1738942998.3547 0 drive robobot/cmd/ti/rc 0.250 -0.144 1738942998.354585
1738942998.3644 0 drive robobot/cmd/ti/rc 0.250 -0.201 1738942998.3642602
1738942998.3743 0 drive robobot/cmd/ti/rc 0.250 -0.278 1738942998.374202
1738942998.3841 0 drive robobot/cmd/ti/rc 0.250 -0.389 1738942998.3839667
1738942998.3950 0 drive robobot/cmd/ti/rc 0.250 -0.548 1738942998.3948588
1738942998.4047 0 drive robobot/cmd/ti/rc 0.250 -0.740 1738942998.4045365
1738942998.4145 0 drive robobot/cmd/ti/rc 0.250 -0.969 1738942998.4143784
1738942998.4243 0 drive robobot/cmd/ti/rc 0.250 -1.000 1738942998.4242442
1738942998.4340 0 drive robobot/cmd/ti/rc 0.250 -1.000 1738942998.4339573
1738942998.4450 0 drive robobot/cmd/ti/rc 0.250 -1.000 1738942998.4449294
1738942998.4550 0 drive robobot/cmd/ti/rc 0.250 -1.000 1738942998.4548059
1738942998.4646 0 drive robobot/cmd/ti/rc 0.250 -1.000 1738942998.4645143
1738942998.4749 0 drive robobot/cmd/ti/rc 0.250 -1.000 1738942998.47474
1738942998.4845 0 drive robobot/cmd/ti/rc 0.250 -1.000 1738942998.4843783
1738942998.4942 0 drive robobot/cmd/ti/rc 0.250 -1.000 1738942998.4941387
1738942998.5042 0 drive robobot/cmd/ti/rc 0.250 -1.000 1738942998.5040965
1738942998.5154 0 drive robobot/cmd/ti/rc 0.250 -1.000 1738942998.5150325
1738942998.5254 0 drive robobot/cmd/ti/rc 0.250 -1.000 1738942998.5252118
1738942998.5350 0 drive robobot/cmd/ti/rc 0.250 -1.000 1738942998.5348792
1738942998.5446 0 drive robobot/cmd/ti/rc 0.250 -0.972 1738942998.5445294
1738942998.5550 0 drive robobot/cmd/ti/rc 0.250 -0.913 1738942998.554751
1738942998.5646 0 drive robobot/cmd/ti/rc 0.250 -0.839 1738942998.5644612
1738942998.5742 0 drive robobot/cmd/ti/rc 0.250 -0.751 1738942998.5741034
1738942998.5842 0 drive robobot/cmd/ti/rc 0.250 -0.657 1738942998.5840473
1738942998.5942 0 drive robobot/cmd/ti/rc 0.250 -0.520 1738942998.594111
1738942998.6050 0 drive robobot/cmd/ti/rc 0.250 -0.347 1738942998.604937
1738942998.6143 0 drive robobot/cmd/ti/rc 0.250 -0.199 1738942998.614191
1738942998.6240 0 drive robobot/cmd/ti/rc 0.250 -0.084 1738942998.6239522
1738942998.6252 0 drive robobot/cmd/ti/alive 2025-02-07 16:43:17.259423
1738942998.6353 0 drive robobot/cmd/ti/rc 0.250 -0.018 1738942998.6350589
1738942998.6448 0 drive robobot/cmd/ti/rc 0.250 0.034 1738942998.644737
1738942998.6545 0 drive robobot/cmd/ti/rc 0.250 0.061 1738942998.6544642
1738942998.6645 0 drive robobot/cmd/ti/rc 0.250 0.091 1738942998.6643255
1738942998.6742 0 drive robobot/cmd/ti/rc 0.250 0.104 1738942998.6740098
1738942998.6839 0 drive robobot/cmd/ti/rc 0.250 0.125 1738942998.6838708
1738942998.6951 0 drive robobot/cmd/ti/rc 0.250 0.129 1738942998.6948724
1738942998.7047 0 drive robobot/cmd/ti/rc 0.250 0.149 1738942998.7045622
1738942998.7157 0 drive robobot/cmd/ti/rc 0.250 0.149 1738942998.7149367
1738942998.7249 0 drive robobot/cmd/ti/rc 0.250 0.151 1738942998.7247052
1738942998.7344 0 drive robobot/cmd/ti/rc 0.250 1.000 1738942998.7342575
1738942998.7442 0 drive robobot/cmd/ti/rc 0.250 0.867 1738942998.7441585
1738942998.7543 0 drive robobot/cmd/ti/rc 0.250 0.735 1738942998.7541428
1738942998.7641 0 drive robobot/cmd/ti/rc 0.250 0.597 1738942998.7640212
1738942998.7752 0 drive robobot/cmd/ti/rc 0.250 0.503 1738942998.7750094
1738942998.7852 0 drive robobot/cmd/ti/rc 0.250 0.429 1738942998.7849236
1738942998.7950 0 drive robobot/cmd/ti/rc 0.250 0.366 1738942998.7948084
1738942998.8049 0 drive robobot/cmd/ti/rc 0.250 0.330 1738942998.804786
1738942998.8150 0 drive robobot/cmd/ti/rc 0.250 0.316 1738942998.8147392
1738942998.8246 0 drive robobot/cmd/ti/rc 0.250 0.303 1738942998.824516
1738942998.8345 0 drive robobot/cmd/ti/rc 0.250 0.289 1738942998.8343787
1738942998.8444 0 drive robobot/cmd/ti/rc 0.250 0.269 1738942998.8442576
1738942998.8542 0 drive robobot/cmd/ti/rc 0.250 0.234 1738942998.8541315
1738942998.8643 0 drive robobot/cmd/ti/rc 0.250 0.197 1738942998.8641176
1738942998.8752 0 drive robobot/cmd/ti/rc 0.250 0.171 1738942998.8750224
1738942998.8842 0 drive robobot/cmd/ti/rc 0.250 0.160 1738942998.8840485
1738942998.8954 0 drive robobot/cmd/ti/rc 0.250 0.144 1738942998.8952591
1738942998.9051 0 drive robobot/cmd/ti/rc 0.250 0.126 1738942998.9049494
