% Motor voltage for all motors
% 1 	Time (sec)
% 2-3 	Voltage to motor (to Teensy) 1,2 (Volt)
% 4-5 	Voltage to motor (from Teensy) 1,2 (Volt)
% 6-7 	PWM to motor (+/- 2096) (from Teensy) 1,2
% 8 	Relax motor controller (standing still for some time)
1740756000.1330 0.00 0.00 0.00 0.00 0 0 1
1740753062.1731 0.00 0.00 0.00 0.00 0 0 1
1740753062.1731 0.00 0.00 0.00 0.00 0 0 1
1740756000.1573 0.00 0.00 0.00 0.00 0 0 1
1740753062.1731 0.00 0.00 0.00 0.00 0 0 1
1740756000.1824 0.00 0.00 0.00 0.00 0 0 1
1740753062.1731 0.00 0.00 0.00 0.00 0 0 1
1740753062.1731 0.00 0.00 0.00 0.00 0 0 1
1740756000.2075 0.00 0.00 0.00 0.00 0 0 1
1740753062.1731 0.00 0.00 0.00 0.00 0 0 1
1740753062.1731 0.00 0.00 0.00 0.00 0 0 1
1740756000.2326 0.00 0.00 0.00 0.00 0 0 1
1740753062.1731 0.00 0.00 0.00 0.00 0 0 1
1740756000.2581 0.00 0.00 0.00 0.00 0 0 1
1740753062.1731 0.00 0.00 0.00 0.00 0 0 1
1740753062.1731 0.00 0.00 0.00 0.00 0 0 1
1740756000.2821 0.00 0.00 0.00 0.00 0 0 1
1740753062.1731 0.00 0.00 0.00 0.00 0 0 1
1740753062.1731 0.00 0.00 0.00 0.00 0 0 1
1740756000.3078 0.00 0.00 0.00 0.00 0 0 1
1740753062.1731 0.00 0.00 0.00 0.00 0 0 1
1740756000.3329 0.00 0.00 0.00 0.00 0 0 1
1740753062.1731 0.00 0.00 0.00 0.00 0 0 1
1740753062.1731 0.00 0.00 0.00 0.00 0 0 1
1740756000.3581 0.00 0.00 0.00 0.00 0 0 1
1740753062.1731 0.00 0.00 0.00 0.00 0 0 1
1740753062.1731 0.00 0.00 0.00 0.00 0 0 1
1740756000.3822 0.00 0.00 0.00 0.00 0 0 1
1740753062.1731 0.00 0.00 0.00 0.00 0 0 1
1740756000.4073 0.00 0.00 0.00 0.00 0 0 1
1740753062.1731 0.00 0.00 0.00 0.00 0 0 1
1740753062.1731 0.00 0.00 0.00 0.00 0 0 1
1740756000.4326 0.00 0.00 0.00 0.00 0 0 1
1740753062.1731 0.00 0.00 0.00 0.00 0 0 1
1740753062.1731 0.00 0.00 0.00 0.00 0 0 1
1740756000.4579 0.00 0.00 0.00 0.00 0 0 1
1740753062.1731 0.00 0.00 0.00 0.00 0 0 1
1740756000.4833 0.00 0.00 0.00 0.00 0 0 1
1740753062.1731 0.00 0.00 0.00 0.00 0 0 1
1740753062.1731 0.00 0.00 0.00 0.00 0 0 1
1740756000.5084 0.00 0.00 0.00 0.00 0 0 1
1740753062.1731 0.00 0.00 0.00 0.00 0 0 1
1740753062.1731 0.00 0.00 0.00 0.00 0 0 1
1740756000.5325 0.00 0.00 0.00 0.00 0 0 1
1740753062.1731 0.00 0.00 0.00 0.00 0 0 1
1740756000.5583 0.00 0.00 0.00 0.00 0 0 1
1740753062.1731 0.00 0.00 0.00 0.00 0 0 1
1740753062.1731 0.00 0.00 0.00 0.00 0 0 1
1740756000.5831 0.00 0.00 0.00 0.00 0 0 1
1740753062.1731 0.00 0.00 0.00 0.00 0 0 1
1740756000.6066 2.01 2.01 0.00 0.00 0 0 0
1740756000.6085 2.01 2.01 2.00 2.00 0 0 0
1740756000.6212 2.54 2.54 2.00 2.00 0 0 0
1740756000.6335 2.54 2.54 2.50 2.50 0 0 0
1740756000.6361 1.50 1.79 2.50 2.50 0 0 0
1740756000.6505 0.16 0.37 2.50 2.50 0 0 0
1740756000.6578 0.16 0.37 0.16 0.37 0 0 0
1740756000.6665 0.33 0.39 0.16 0.37 0 0 0
1740756000.6805 0.86 1.00 0.16 0.37 0 0 0
1740756000.6831 0.86 1.00 0.86 1.00 0 0 0
1740756000.6966 1.38 1.45 0.86 1.00 0 0 0
1740756000.7077 1.38 1.45 1.40 1.50 0 0 0
1740756000.7105 1.56 1.58 1.40 1.50 0 0 0
1740756000.7265 1.34 1.27 1.40 1.50 0 0 0
1740756000.7330 1.34 1.27 1.30 1.30 0 0 0
1740756000.7405 1.01 1.15 1.30 1.30 0 0 0
1740756000.7566 1.04 1.30 1.30 1.30 0 0 0
1740756000.7585 1.04 1.30 1.00 1.30 0 0 0
1740756000.7711 1.24 1.42 1.00 1.30 0 0 0
1740756000.7835 1.24 1.42 1.20 1.40 0 0 0
1740756000.7861 1.37 1.35 1.20 1.40 0 0 0
1740756000.8012 1.30 1.28 1.20 1.40 0 0 0
1740756000.8085 1.30 1.28 1.30 1.30 0 0 0
