time,state,x,y,h,frame_id,line_pos,eKp,turn_rate,valid_cnt,tripA,tripAh,tripB,tripBh,ir_L,ir_R,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
# remark: robobot/cmd/ti/log 1
# remark: robobot/cmd/ti/alive 2025-04-16 20:10:10.851812
1744827011.61,-1,1.906,1.181,2.121,0,0.000,0.000,0.000,10,0.000,2.121,0.000,2.121,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000
1744827011.62,-1,1.906,1.181,2.121,0,0.000,0.000,0.000,10,0.000,2.121,0.000,2.121,0.00,0.00,0.042,-0.025,0.969,-0.114,0.168,-0.107
1744827011.62,-1,1.906,1.181,2.121,0,0.000,0.000,0.000,10,0.000,2.121,0.000,2.121,1.50,1.50,0.042,-0.025,0.969,-0.114,0.168,-0.107
1744827011.63,-1,1.906,1.181,2.121,0,0.000,0.000,0.000,10,0.000,2.121,0.000,2.121,1.50,1.50,0.043,-0.022,0.980,-0.114,0.504,-0.168
1744827011.63,-1,1.906,1.181,2.121,0,0.000,0.000,0.000,10,0.000,2.121,0.000,2.121,1.50,1.50,0.041,-0.019,0.979,0.069,0.076,0.076
1744827011.64,-1,1.906,1.181,2.121,0,0.000,0.000,0.000,10,0.000,2.121,0.000,2.121,1.50,1.50,0.041,-0.019,0.979,0.069,0.076,0.076
1744827011.67,-1,1.906,1.181,2.121,0,0.000,0.000,0.000,10,0.000,2.121,0.000,2.121,1.50,1.50,0.043,-0.018,0.962,0.008,0.107,0.107
1744827011.67,-1,1.906,1.181,2.121,0,0.000,0.000,0.000,10,0.000,2.121,0.000,2.121,1.50,1.50,0.043,-0.018,0.962,0.008,0.107,0.107
1744827011.67,-1,1.906,1.181,2.121,0,0.000,0.000,0.000,10,0.000,2.121,0.000,2.121,1.50,1.50,0.041,-0.020,0.972,0.039,0.290,-0.442
1744827011.67,-1,1.906,1.181,2.121,0,0.000,0.000,0.000,10,0.000,2.121,0.000,2.121,1.50,1.50,0.039,-0.021,0.976,0.008,-0.015,-0.107
1744827011.67,-1,1.906,1.181,2.121,0,0.000,0.000,0.000,10,0.000,2.121,0.000,2.121,1.50,1.50,0.039,-0.021,0.976,0.008,-0.015,-0.107
1744827011.68,-1,1.906,1.181,2.121,0,0.000,0.000,0.000,10,0.000,2.121,0.000,2.121,1.50,1.50,0.044,-0.021,0.978,-0.175,0.015,-0.107
1744827011.68,-1,1.906,1.181,2.121,0,0.000,0.000,0.000,10,0.000,2.121,0.000,2.121,1.50,1.50,0.044,-0.021,0.978,-0.175,0.015,-0.107
1744827011.69,-1,1.906,1.181,2.121,0,0.000,0.000,0.000,10,0.000,2.121,0.000,2.121,1.50,1.50,0.042,-0.022,0.974,0.008,0.381,0.076
1744827011.69,-1,1.906,1.181,2.121,0,0.000,0.000,0.000,10,0.000,2.121,0.000,2.121,1.50,1.50,0.039,-0.018,0.965,-0.205,0.259,-0.076
1744827011.70,-1,1.906,1.181,2.121,0,0.000,0.000,0.000,10,0.000,2.121,0.000,2.121,1.50,1.50,0.039,-0.018,0.965,-0.205,0.259,-0.076
1744827011.71,-1,1.906,1.181,2.121,0,0.000,0.000,0.000,10,0.000,2.121,0.000,2.121,1.50,1.50,0.038,-0.021,0.975,-0.205,0.046,-0.198
1744827011.71,-1,1.906,1.181,2.121,0,0.000,0.000,0.000,10,0.000,2.121,0.000,2.121,1.50,1.50,0.038,-0.021,0.975,-0.205,0.046,-0.198
1744827011.72,-1,1.906,1.181,2.121,0,0.000,0.000,0.000,10,0.000,2.121,0.000,2.121,1.50,1.50,0.040,-0.023,0.977,-0.236,0.443,0.107
1744827011.72,-1,1.906,1.181,2.121,0,0.000,0.000,0.000,10,0.000,2.121,0.000,2.121,1.50,1.50,0.041,-0.015,0.963,-0.053,0.137,0.015
1744827011.74,-1,1.906,1.181,2.121,0,0.000,0.000,0.000,10,0.000,2.121,0.000,2.121,1.50,1.50,0.041,-0.015,0.963,-0.053,0.137,0.015
1744827011.74,-1,1.906,1.181,2.121,0,0.000,0.000,0.000,10,0.000,2.121,0.000,2.121,1.50,1.50,0.041,-0.019,0.968,0.039,0.381,0.046
1744827011.74,-1,1.906,1.181,2.121,0,0.000,0.000,0.000,10,0.000,2.121,0.000,2.121,1.50,1.50,0.041,-0.019,0.968,0.039,0.381,0.046
1744827011.77,-1,1.906,1.181,2.121,0,0.000,0.000,0.000,10,0.000,2.121,0.000,2.121,1.50,1.50,0.040,-0.020,0.981,-0.511,0.290,-0.107
1744827011.77,-1,1.906,1.181,2.121,0,0.000,0.000,0.000,10,0.000,2.121,0.000,2.121,1.50,1.50,0.042,-0.022,0.973,0.313,0.381,0.015
1744827011.78,-1,1.906,1.181,2.121,0,0.000,0.000,0.000,10,0.000,2.121,0.000,2.121,1.50,1.50,0.042,-0.022,0.973,0.313,0.381,0.015
1744827011.78,-1,1.906,1.181,2.121,0,0.000,0.000,0.000,10,0.000,2.121,0.000,2.121,1.50,1.50,0.037,-0.023,0.973,-0.144,0.351,0.046
1744827011.78,-1,1.906,1.181,2.121,0,0.000,0.000,0.000,10,0.000,2.121,0.000,2.121,1.50,1.50,0.037,-0.023,0.973,-0.144,0.351,0.046
1744827011.78,-1,1.906,1.181,2.121,0,0.000,0.000,0.000,10,0.000,2.121,0.000,2.121,1.50,1.50,0.042,-0.022,0.973,-0.114,0.351,-0.015
1744827011.78,-1,1.906,1.181,2.121,0,0.000,0.000,0.000,10,0.000,2.121,0.000,2.121,1.50,1.50,0.039,-0.025,0.971,-0.450,0.504,0.198
1744827011.79,-1,1.906,1.181,2.121,0,0.000,0.000,0.000,10,0.000,2.121,0.000,2.121,1.50,1.50,0.039,-0.025,0.971,-0.450,0.504,0.198
1744827011.80,-1,1.906,1.181,2.121,0,0.000,0.000,0.000,10,0.000,2.121,0.000,2.121,1.50,1.50,0.040,-0.021,0.976,-0.297,0.351,0.015
1744827011.81,-1,1.906,1.181,2.121,0,0.000,0.000,0.000,10,0.000,2.121,0.000,2.121,1.50,1.50,0.040,-0.021,0.976,-0.297,0.351,0.015
1744827011.81,-1,1.906,1.181,2.121,0,0.000,0.000,0.000,10,0.000,2.121,0.000,2.121,1.50,1.50,0.043,-0.021,0.969,-0.022,0.076,-0.076
1744827011.81,-1,1.906,1.181,2.121,0,0.000,0.000,0.000,10,0.000,2.121,0.000,2.121,1.50,1.50,0.042,-0.021,0.967,-0.053,0.198,-0.015
1744827011.82,-1,1.906,1.181,2.121,0,0.000,0.000,0.000,10,0.000,2.121,0.000,2.121,1.50,1.50,0.042,-0.021,0.967,-0.053,0.198,-0.015
1744827011.83,-1,1.906,1.181,2.121,0,0.000,0.000,0.000,10,0.000,2.121,0.000,2.121,1.50,1.50,0.041,-0.018,0.978,0.039,0.229,-0.259
1744827012.00,-1,1.906,1.181,2.121,0,0.000,0.000,0.000,10,0.000,2.121,0.000,2.121,1.50,1.50,0.041,-0.018,0.978,0.039,0.229,-0.259
1744827012.00,-1,1.906,1.181,2.121,0,0.000,0.000,0.000,10,0.000,2.121,0.000,2.121,1.50,1.50,0.040,-0.021,0.965,-0.053,0.137,-0.290
1744827012.00,-1,1.906,1.181,2.121,0,0.000,0.000,0.000,10,0.000,2.121,0.000,2.121,1.50,1.50,0.035,-0.021,0.967,-0.053,0.198,0.046
1744827012.00,-1,1.906,1.181,2.121,0,0.000,0.000,0.000,10,0.000,2.121,0.000,2.121,1.50,1.50,0.035,-0.021,0.967,-0.053,0.198,0.046
1744827012.00,-1,1.906,1.181,2.121,0,0.000,0.000,0.000,10,0.000,2.121,0.000,2.121,1.50,1.50,0.041,-0.021,0.975,0.008,0.320,-0.259
1744827012.00,-1,1.906,1.181,2.121,0,0.000,0.000,0.000,10,0.000,2.121,0.000,2.121,1.50,1.50,0.041,-0.021,0.975,0.008,0.320,-0.259
1744827012.00,-1,1.906,1.181,2.121,0,0.000,0.000,0.000,10,0.000,2.121,0.000,2.121,1.50,1.50,0.042,-0.021,0.970,0.069,0.015,0.168
1744827012.00,-1,1.906,1.181,2.121,0,0.000,0.000,0.000,10,0.000,2.121,0.000,2.121,1.50,1.50,0.039,-0.020,0.972,-0.053,0.412,-0.168
1744827012.00,-1,1.906,1.181,2.121,0,0.000,0.000,0.000,10,0.000,2.121,0.000,2.121,1.50,1.50,0.039,-0.020,0.972,-0.053,0.412,-0.168
1744827012.01,-1,1.906,1.181,2.121,0,0.000,0.000,0.000,10,0.000,2.121,0.000,2.121,1.50,1.50,0.040,-0.019,0.968,-0.175,0.198,-0.107
1744827012.01,-1,1.906,1.181,2.121,0,0.000,0.000,0.000,10,0.000,2.121,0.000,2.121,1.50,1.50,0.040,-0.019,0.968,-0.175,0.198,-0.107
1744827012.01,-1,1.906,1.181,2.121,0,0.000,0.000,0.000,10,0.000,2.121,0.000,2.121,1.50,1.50,0.042,-0.019,0.978,0.069,0.168,0.137
1744827012.01,-1,1.906,1.181,2.121,0,0.000,0.000,0.000,10,0.000,2.121,0.000,2.121,1.50,1.50,0.044,-0.021,0.970,-0.053,0.137,-0.198
1744827012.01,-1,1.906,1.181,2.121,0,0.000,0.000,0.000,10,0.000,2.121,0.000,2.121,1.50,1.50,0.044,-0.021,0.970,-0.053,0.137,-0.198
1744827012.01,-1,1.906,1.181,2.121,0,0.000,0.000,0.000,10,0.000,2.121,0.000,2.121,1.50,1.50,0.038,-0.020,0.970,-0.022,0.107,0.107
1744827012.01,-1,1.906,1.181,2.121,0,0.000,0.000,0.000,10,0.000,2.121,0.000,2.121,1.50,1.50,0.038,-0.020,0.970,-0.022,0.107,0.107
1744827012.01,-1,1.906,1.181,2.121,0,0.000,0.000,0.000,10,0.000,2.121,0.000,2.121,1.50,1.50,0.040,-0.021,0.962,0.039,-0.015,-0.046
1744827012.01,-1,1.906,1.181,2.121,0,0.000,0.000,0.000,10,0.000,2.121,0.000,2.121,1.50,1.50,0.038,-0.022,0.973,-0.450,0.259,-0.320
1744827012.01,-1,1.906,1.181,2.121,0,0.000,0.000,0.000,10,0.000,2.121,0.000,2.121,1.50,1.50,0.038,-0.022,0.973,-0.450,0.259,-0.320
1744827012.01,-1,1.906,1.181,2.121,0,0.000,0.000,0.000,10,0.000,2.121,0.000,2.121,1.50,1.50,0.041,-0.021,0.979,-0.205,0.137,0.015
1744827012.01,-1,1.906,1.181,2.121,0,0.000,0.000,0.000,10,0.000,2.121,0.000,2.121,1.50,1.50,0.041,-0.021,0.979,-0.205,0.137,0.015
1744827012.01,-1,1.906,1.181,2.121,0,0.000,0.000,0.000,10,0.000,2.121,0.000,2.121,1.50,1.50,0.044,-0.025,0.969,-0.114,0.168,-0.107
1744827012.01,-1,1.906,1.181,2.121,0,0.000,0.000,0.000,10,0.000,2.121,0.000,2.121,1.50,1.50,0.039,-0.022,0.970,0.161,0.168,-0.137
1744827012.01,-1,1.906,1.181,2.121,0,0.000,0.000,0.000,10,0.000,2.121,0.000,2.121,1.50,1.50,0.039,-0.022,0.970,0.161,0.168,-0.137
1744827012.01,-1,1.906,1.181,2.121,0,0.000,0.000,0.000,10,0.000,2.121,0.000,2.121,1.50,1.50,0.039,-0.017,0.972,-0.144,0.259,0.046
1744827012.01,-1,1.906,1.181,2.121,0,0.000,0.000,0.000,10,0.000,2.121,0.000,2.121,1.50,1.50,0.039,-0.017,0.972,-0.144,0.259,0.046
1744827012.01,-1,1.906,1.181,2.121,0,0.000,0.000,0.000,10,0.000,2.121,0.000,2.121,1.50,1.50,0.039,-0.018,0.972,-0.022,0.351,-0.076
1744827012.01,-1,1.906,1.181,2.121,0,0.000,0.000,0.000,10,0.000,2.121,0.000,2.121,1.50,1.50,0.039,-0.018,0.965,-0.114,0.198,0.137
1744827012.01,-1,1.906,1.181,2.121,0,0.000,0.000,0.000,10,0.000,2.121,0.000,2.121,1.50,1.50,0.039,-0.018,0.965,-0.114,0.198,0.137
1744827012.01,-1,1.906,1.181,2.121,0,0.000,0.000,0.000,10,0.000,2.121,0.000,2.121,1.50,1.50,0.038,-0.018,0.972,0.008,-0.046,-0.046
1744827012.02,-1,1.906,1.181,2.121,0,0.000,0.000,0.000,10,0.000,2.121,0.000,2.121,1.50,1.50,0.038,-0.018,0.972,0.008,-0.046,-0.046
1744827012.02,-1,1.906,1.181,2.121,0,0.000,0.000,0.000,10,0.000,2.121,0.000,2.121,1.50,1.50,0.038,-0.023,0.979,0.039,0.198,-0.168
1744827012.02,-1,1.906,1.181,2.121,0,0.000,0.000,0.000,10,0.000,2.121,0.000,2.121,1.50,1.50,0.041,-0.020,0.965,0.222,0.351,-0.198
1744827012.03,-1,1.906,1.181,2.121,0,0.000,0.000,0.000,10,0.000,2.121,0.000,2.121,1.50,1.50,0.041,-0.020,0.965,0.222,0.351,-0.198
1744827012.04,-1,1.906,1.181,2.121,0,0.000,0.000,0.000,10,0.000,2.121,0.000,2.121,1.50,1.50,0.038,-0.020,0.965,0.039,-0.107,-0.198
1744827012.04,-1,1.906,1.181,2.121,0,0.000,0.000,0.000,10,0.000,2.121,0.000,2.121,1.50,1.50,0.038,-0.020,0.965,0.039,-0.107,-0.198
1744827012.05,-1,1.906,1.181,2.121,0,0.000,0.000,0.000,10,0.000,2.121,0.000,2.121,1.50,1.50,0.044,-0.023,0.974,-0.297,0.046,0.076
1744827012.05,-1,1.906,1.181,2.121,0,0.000,0.000,0.000,10,0.000,2.121,0.000,2.121,1.50,1.50,0.045,-0.020,0.977,-0.022,0.046,0.015
1744827012.06,-1,1.906,1.181,2.121,0,0.000,0.000,0.000,10,0.000,2.121,0.000,2.121,1.50,1.50,0.045,-0.020,0.977,-0.022,0.046,0.015
# remark: robobot/cmd/T0/enc0  
# remark: robobot/cmd/T0/confw 0.074 0.074 19 92 0.23
# remark: robobot/cmd/T0/confi  
1744827012.07,-1,1.906,1.181,2.121,0,0.000,0.000,0.000,10,0.000,2.121,0.000,2.121,1.50,1.50,0.040,-0.021,0.976,0.069,-0.015,-0.107
1744827012.07,-1,1.906,1.181,2.121,0,0.000,0.000,0.000,10,0.000,2.121,0.000,2.121,1.50,1.50,0.040,-0.021,0.976,0.069,-0.015,-0.107
1744827012.09,-1,0.000,0.000,0.000,0,0.000,0.000,0.000,10,0.000,0.000,0.000,0.000,1.50,1.50,0.047,-0.023,0.970,-0.144,0.137,-0.290
1744827012.09,-1,0.000,0.000,0.000,0,0.000,0.000,0.000,10,0.000,0.000,0.000,0.000,1.50,1.50,0.042,-0.020,0.971,0.191,0.198,-0.046
1744827012.09,-1,0.000,0.000,0.000,0,0.000,0.000,0.000,10,0.000,0.000,0.000,0.000,1.50,1.50,0.042,-0.020,0.971,0.191,0.198,-0.046
1744827012.10,-1,0.000,0.000,0.000,0,0.000,0.000,0.000,10,0.000,0.000,0.000,0.000,1.50,1.50,0.038,-0.024,0.973,-0.205,0.076,-0.015
1744827012.10,-1,0.000,0.000,0.000,0,0.000,0.000,0.000,10,0.000,0.000,0.000,0.000,1.50,1.50,0.038,-0.024,0.973,-0.205,0.076,-0.015
1744827012.12,-1,0.000,0.000,0.000,0,0.000,0.000,0.000,10,0.000,0.000,0.000,0.000,1.50,1.50,0.039,-0.020,0.969,-0.205,0.229,-0.015
1744827012.12,-1,0.000,0.000,0.000,0,0.000,0.000,0.000,10,0.000,0.000,0.000,0.000,1.50,1.50,0.043,-0.018,0.972,-0.144,0.168,-0.198
1744827012.13,-1,0.000,0.000,0.000,0,0.000,0.000,0.000,10,0.000,0.000,0.000,0.000,1.50,1.50,0.043,-0.018,0.972,-0.144,0.168,-0.198
1744827012.13,-1,0.000,0.000,0.000,0,0.000,0.000,0.000,10,0.000,0.000,0.000,0.000,1.50,1.34,0.042,-0.018,0.977,-0.236,0.320,-0.015
1744827012.13,-1,0.000,0.000,0.000,0,0.000,0.000,0.000,10,0.000,0.000,0.000,0.000,1.50,1.34,0.042,-0.018,0.977,-0.236,0.320,-0.015
# remark: robobot/cmd/ti/alive 2025-04-16 20:10:10.851812
1744827012.17,-1,0.000,0.000,0.000,0,0.000,0.000,0.000,10,0.000,0.000,0.000,0.000,1.50,1.34,0.040,-0.019,0.969,-0.205,0.259,0.137
1744827012.17,-1,0.000,0.000,0.000,0,0.000,0.000,0.000,10,0.000,0.000,0.000,0.000,1.50,1.34,0.040,-0.023,0.971,-0.297,0.259,-0.137
1744827012.17,-1,0.000,0.000,0.000,0,0.000,0.000,0.000,10,0.000,0.000,0.000,0.000,1.50,1.34,0.040,-0.023,0.971,-0.297,0.259,-0.137
1744827012.17,-1,0.000,0.000,0.000,0,0.000,0.000,0.000,10,0.000,0.000,0.000,0.000,1.50,1.42,0.037,-0.018,0.972,-0.053,0.076,-0.137
1744827012.17,-1,0.000,0.000,0.000,0,0.000,0.000,0.000,10,0.000,0.000,0.000,0.000,1.50,1.42,0.037,-0.018,0.972,-0.053,0.076,-0.137
1744827012.17,-1,0.000,0.000,0.000,0,0.000,0.000,0.000,10,0.000,0.000,0.000,0.000,1.50,1.42,0.044,-0.020,0.976,-0.144,0.107,0.198
1744827012.17,-1,0.000,0.000,0.000,0,0.000,0.000,0.000,10,0.000,0.000,0.000,0.000,1.50,1.42,0.042,-0.019,0.976,-0.053,0.198,-0.015
1744827012.18,-1,0.000,0.000,0.000,0,0.000,0.000,0.000,10,0.000,0.000,0.000,0.000,1.50,1.42,0.042,-0.019,0.976,-0.053,0.198,-0.015
1744827012.19,-1,0.000,0.000,0.000,0,0.000,0.000,0.000,10,0.000,0.000,0.000,0.000,1.50,1.50,0.038,-0.026,0.969,0.039,0.076,0.046
1744827012.19,-1,0.000,0.000,0.000,0,0.000,0.000,0.000,10,0.000,0.000,0.000,0.000,1.50,1.50,0.038,-0.026,0.969,0.039,0.076,0.046
1744827012.21,-1,0.000,0.000,0.000,0,0.000,0.000,0.000,10,0.000,0.000,0.000,0.000,1.50,1.50,0.042,-0.018,0.969,0.039,0.504,-0.168
1744827012.21,-1,0.000,0.000,0.000,0,0.000,0.000,0.000,10,0.000,0.000,0.000,0.000,1.50,1.50,0.040,-0.023,0.974,-0.114,0.168,-0.076
1744827012.22,-1,0.000,0.000,0.000,0,0.000,0.000,0.000,10,0.000,0.000,0.000,0.000,1.50,1.50,0.040,-0.023,0.974,-0.114,0.168,-0.076
1744827012.22,-1,0.000,0.000,0.000,0,0.000,0.000,0.000,10,0.000,0.000,0.000,0.000,1.50,1.50,0.042,-0.025,0.969,0.252,0.168,-0.168
1744827012.22,-1,0.000,0.000,0.000,0,0.000,0.000,0.000,10,0.000,0.000,0.000,0.000,1.50,1.50,0.042,-0.025,0.969,0.252,0.168,-0.168
1744827012.23,-1,0.000,0.000,0.000,0,0.000,0.000,0.000,10,0.000,0.000,0.000,0.000,1.50,1.50,0.038,-0.019,0.972,-0.053,0.198,-0.168
1744827012.23,-1,0.000,0.000,0.000,0,0.000,0.000,0.000,10,0.000,0.000,0.000,0.000,1.50,1.50,0.038,-0.019,0.972,-0.144,0.107,-0.107
1744827012.24,-1,0.000,0.000,0.000,0,0.000,0.000,0.000,10,0.000,0.000,0.000,0.000,1.50,1.50,0.038,-0.019,0.972,-0.144,0.107,-0.107
1744827012.27,-1,0.000,0.000,0.000,0,0.000,0.000,0.000,10,0.000,0.000,0.000,0.000,1.50,1.50,0.037,-0.017,0.969,0.252,0.229,0.015
1744827012.27,-1,0.000,0.000,0.000,0,0.000,0.000,0.000,10,0.000,0.000,0.000,0.000,1.50,1.50,0.037,-0.017,0.969,0.252,0.229,0.015
1744827012.27,-1,0.000,0.000,0.000,0,0.000,0.000,0.000,10,0.000,0.000,0.000,0.000,1.50,1.50,0.044,-0.023,0.965,-0.022,0.168,0.015
1744827012.27,-1,0.000,0.000,0.000,0,0.000,0.000,0.000,10,0.000,0.000,0.000,0.000,1.50,1.50,0.042,-0.023,0.968,-0.022,0.412,-0.259
1744827012.27,-1,0.000,0.000,0.000,0,0.000,0.000,0.000,10,0.000,0.000,0.000,0.000,1.50,1.50,0.042,-0.023,0.968,-0.022,0.412,-0.259
1744827012.28,-1,0.000,0.000,0.000,0,0.000,0.000,0.000,10,0.000,0.000,0.000,0.000,1.50,1.50,0.040,-0.018,0.978,0.008,0.107,0.198
1744827012.28,-1,0.000,0.000,0.000,0,0.000,0.000,0.000,10,0.000,0.000,0.000,0.000,1.50,1.50,0.040,-0.018,0.978,0.008,0.107,0.198
1744827012.29,-1,0.000,0.000,0.000,0,0.000,0.000,0.000,10,0.000,0.000,0.000,0.000,1.50,1.50,0.041,-0.021,0.973,-0.083,0.381,-0.076
1744827012.29,-1,0.000,0.000,0.000,0,0.000,0.000,0.000,10,0.000,0.000,0.000,0.000,1.50,1.50,0.042,-0.020,0.969,0.069,0.015,-0.107
1744827012.30,-1,0.000,0.000,0.000,0,0.000,0.000,0.000,10,0.000,0.000,0.000,0.000,1.50,1.50,0.042,-0.020,0.969,0.069,0.015,-0.107
1744827012.35,-1,0.000,0.000,0.000,0,0.000,0.000,0.000,10,0.000,0.000,0.000,0.000,1.50,1.50,0.038,-0.021,0.977,-0.205,0.381,0.046
1744827012.35,-1,0.000,0.000,0.000,0,0.000,0.000,0.000,10,0.000,0.000,0.000,0.000,1.50,1.50,0.038,-0.021,0.977,-0.205,0.381,0.046
1744827012.35,-1,0.000,0.000,0.000,0,0.000,0.000,0.000,10,0.000,0.000,0.000,0.000,1.50,1.50,0.038,-0.014,0.971,-0.144,0.107,0.107
1744827012.35,-1,0.000,0.000,0.000,0,0.000,0.000,0.000,10,0.000,0.000,0.000,0.000,1.50,1.50,0.044,-0.021,0.974,-0.297,0.198,-0.198
1744827012.35,-1,0.000,0.000,0.000,0,0.000,0.000,0.000,10,0.000,0.000,0.000,0.000,1.50,1.50,0.044,-0.021,0.974,-0.297,0.198,-0.198
1744827012.35,-1,0.000,0.000,0.000,0,0.000,0.000,0.000,10,0.000,0.000,0.000,0.000,1.50,1.50,0.041,-0.016,0.968,-0.114,0.015,-0.290
1744827012.35,-1,0.000,0.000,0.000,0,0.000,0.000,0.000,10,0.000,0.000,0.000,0.000,1.50,1.50,0.041,-0.016,0.968,-0.114,0.015,-0.290
1744827012.35,-1,0.000,0.000,0.000,0,0.000,0.000,0.000,10,0.000,0.000,0.000,0.000,1.50,1.50,0.043,-0.026,0.973,-0.022,0.320,-0.229
1744827012.36,-1,0.000,0.000,0.000,0,0.000,0.000,0.000,10,0.000,0.000,0.000,0.000,1.50,1.50,0.044,-0.024,0.974,-0.205,0.046,-0.015
1744827012.37,-1,0.000,0.000,0.000,0,0.000,0.000,0.000,10,0.000,0.000,0.000,0.000,1.50,1.50,0.044,-0.024,0.974,-0.205,0.046,-0.015
1744827012.37,-1,0.000,0.000,0.000,0,0.000,0.000,0.000,10,0.000,0.000,0.000,0.000,1.50,1.50,0.037,-0.025,0.971,0.130,0.290,0.046
1744827012.38,-1,0.000,0.000,0.000,0,0.000,0.000,0.000,10,0.000,0.000,0.000,0.000,1.50,1.50,0.037,-0.025,0.971,0.130,0.290,0.046
# remark: robobot/cmd/T0/lip 1
# remark: robobot/cmd/T0/sub livn 10
1744827012.38,-1,0.000,0.000,0.000,1,0.000,0.000,0.000,10,0.000,0.000,0.000,0.000,1.50,1.50,0.038,-0.017,0.972,0.161,0.351,0.015
1744827012.38,-1,0.000,0.000,0.000,1,0.000,0.000,0.000,10,0.000,0.000,0.000,0.000,1.50,1.50,0.038,-0.023,0.967,0.069,-0.076,-0.259
1744827012.39,-1,0.000,0.000,0.000,1,0.000,0.000,0.000,10,0.000,0.000,0.000,0.000,1.50,1.50,0.038,-0.023,0.967,0.069,-0.076,-0.259
# remark: robobot/cmd/T0/liwi  
1744827012.40,-1,0.000,0.000,0.000,1,0.000,0.000,0.000,10,0.000,0.000,0.000,0.000,1.50,1.50,0.038,-0.018,0.973,-0.083,0.015,-0.107
1744827012.40,-1,0.000,0.000,0.000,1,0.000,0.000,0.000,10,0.000,0.000,0.000,0.000,1.50,1.50,0.038,-0.018,0.973,-0.083,0.015,-0.107
1744827012.41,-1,0.000,0.000,0.000,1,0.000,0.000,0.000,10,0.000,0.000,0.000,0.000,1.50,1.50,0.042,-0.023,0.976,0.039,0.229,0.015
1744827012.41,-1,0.000,0.000,0.000,1,0.000,0.000,0.000,10,0.000,0.000,0.000,0.000,1.50,1.50,0.041,-0.018,0.969,-0.083,0.290,-0.259
# remark: robobot/cmd/T0/leds 16 30 30 0
1744827012.42,0,0.000,0.000,0.000,1,0.000,0.000,0.000,10,0.000,0.000,0.000,0.000,1.50,1.50,0.041,-0.018,0.969,-0.083,0.290,-0.259
# remark: robobot/cmd/ti/rc 0.0 0.0
# remark: robobot/cmd/T0/leds 16 0 0 30
# remark: robobot/cmd/ti/rc 0.0 0.0
1744827012.43,-1,0.000,0.000,0.000,1,0.000,0.000,0.000,10,0.000,0.000,0.000,0.000,1.50,1.50,0.041,-0.018,0.969,-0.083,0.290,-0.259
1744827012.43,-1,0.000,0.000,0.000,1,0.000,0.000,0.000,10,0.000,0.000,0.000,0.000,1.50,1.50,0.042,-0.017,0.977,-0.327,0.107,0.107
1744827012.43,-1,0.000,0.000,0.000,1,0.000,0.000,0.000,10,0.000,0.000,0.000,0.000,1.50,1.50,0.042,-0.017,0.977,-0.327,0.107,0.107
1744827012.53,-1,0.000,0.000,0.000,1,0.000,0.000,0.000,10,0.000,0.000,0.000,0.000,1.50,1.50,0.042,-0.022,0.974,-0.236,0.076,-0.168
1744827012.53,-1,0.000,0.000,0.000,1,0.000,0.000,0.000,10,0.000,0.000,0.000,0.000,1.50,1.50,0.042,-0.022,0.970,-0.114,0.168,0.015
1744827012.53,-1,0.000,0.000,0.000,1,0.000,0.000,0.000,10,0.000,0.000,0.000,0.000,1.50,1.50,0.042,-0.022,0.970,-0.114,0.168,0.015
1744827012.53,-1,0.000,0.000,0.000,1,0.000,0.000,0.000,10,0.000,0.000,0.000,0.000,1.50,1.46,0.035,-0.020,0.974,-0.114,0.259,-0.046
1744827012.53,-1,0.000,0.000,0.000,1,0.000,0.000,0.000,10,0.000,0.000,0.000,0.000,1.50,1.46,0.035,-0.020,0.974,-0.114,0.259,-0.046
1744827012.53,-1,0.000,0.000,0.000,1,0.000,0.000,0.000,10,0.000,0.000,0.000,0.000,1.50,1.46,0.037,-0.021,0.973,-0.053,0.259,-0.076
1744827012.53,-1,0.000,0.000,0.000,1,0.000,0.000,0.000,10,0.000,0.000,0.000,0.000,1.50,1.46,0.039,-0.021,0.968,-0.175,0.076,-0.290
1744827012.53,-1,0.000,0.000,0.000,1,0.000,0.000,0.000,10,0.000,0.000,0.000,0.000,1.50,1.46,0.039,-0.021,0.968,-0.175,0.076,-0.290
1744827012.53,-1,0.000,0.000,0.000,1,0.000,0.000,0.000,10,0.000,0.000,0.000,0.000,1.50,1.32,0.047,-0.020,0.966,0.008,0.290,0.015
1744827012.53,-1,0.000,0.000,0.000,1,0.000,0.000,0.000,10,0.000,0.000,0.000,0.000,1.50,1.32,0.047,-0.020,0.966,0.008,0.290,0.015
1744827012.53,-1,0.000,0.000,0.000,1,0.000,0.000,0.000,10,0.000,0.000,0.000,0.000,1.50,1.32,0.041,-0.021,0.973,0.039,0.290,-0.107
1744827012.53,-1,0.000,0.000,0.000,1,0.000,0.000,0.000,10,0.000,0.000,0.000,0.000,1.50,1.32,0.040,-0.021,0.973,0.069,0.290,0.015
1744827012.58,-1,0.000,0.000,0.000,1,0.000,0.000,0.000,10,0.000,0.000,0.000,0.000,1.50,1.32,0.040,-0.021,0.973,0.069,0.290,0.015
1744827012.58,-1,0.000,0.000,0.000,1,0.000,0.000,0.000,10,0.000,0.000,0.000,0.000,1.50,1.50,0.040,-0.023,0.969,-0.205,0.198,0.107
