% Motor voltage for all motors
% 1 	Time (sec)
% 2-3 	Voltage to motor (to Teensy) 1,2 (Volt)
% 4-5 	Voltage to motor (from Teensy) 1,2 (Volt)
% 6-7 	PWM to motor (+/- 2096) (from Teensy) 1,2
% 8 	Relax motor controller (standing still for some time)
1740143825.9590 0.00 0.00 0.00 0.00 0 0 1
1740143833.7543 0.00 0.00 0.00 0.00 0 0 1
1740143825.9590 0.00 0.00 0.00 0.00 0 0 1
1740143825.9590 0.00 0.00 0.00 0.00 0 0 1
1740143833.7794 0.00 0.00 0.00 0.00 0 0 1
1740143825.9590 0.00 0.00 0.00 0.00 0 0 1
1740143833.8045 0.00 0.00 0.00 0.00 0 0 1
1740143825.9590 0.00 0.00 0.00 0.00 0 0 1
1740143825.9590 0.00 0.00 0.00 0.00 0 0 1
1740143833.8299 0.00 0.00 0.00 0.00 0 0 1
1740143825.9590 0.00 0.00 0.00 0.00 0 0 1
1740143825.9590 0.00 0.00 0.00 0.00 0 0 1
1740143833.8540 0.00 0.00 0.00 0.00 0 0 1
1740143825.9590 0.00 0.00 0.00 0.00 0 0 1
1740143833.8794 0.00 0.00 0.00 0.00 0 0 1
1740143825.9590 0.00 0.00 0.00 0.00 0 0 1
1740143825.9590 0.00 0.00 0.00 0.00 0 0 1
1740143833.9048 0.00 0.00 0.00 0.00 0 0 1
1740143825.9590 0.00 0.00 0.00 0.00 0 0 1
1740143825.9590 0.00 0.00 0.00 0.00 0 0 1
1740143833.9294 0.00 0.00 0.00 0.00 0 0 1
1740143825.9590 0.00 0.00 0.00 0.00 0 0 1
1740143833.9547 0.00 0.00 0.00 0.00 0 0 1
1740143825.9590 0.00 0.00 0.00 0.00 0 0 1
1740143825.9590 0.00 0.00 0.00 0.00 0 0 1
1740143833.9796 0.00 0.00 0.00 0.00 0 0 1
1740143825.9590 0.00 0.00 0.00 0.00 0 0 1
1740143825.9590 0.00 0.00 0.00 0.00 0 0 1
1740143834.0043 0.00 0.00 0.00 0.00 0 0 1
1740143825.9590 0.00 0.00 0.00 0.00 0 0 1
1740143834.0299 0.00 0.00 0.00 0.00 0 0 1
1740143825.9590 0.00 0.00 0.00 0.00 0 0 1
1740143825.9590 0.00 0.00 0.00 0.00 0 0 1
1740143834.0547 0.00 0.00 0.00 0.00 0 0 1
1740143825.9590 0.00 0.00 0.00 0.00 0 0 1
1740143825.9590 0.00 0.00 0.00 0.00 0 0 1
1740143834.0791 0.00 0.00 0.00 0.00 0 0 1
1740143825.9590 0.00 0.00 0.00 0.00 0 0 1
1740143834.1049 0.00 0.00 0.00 0.00 0 0 1
1740143825.9590 0.00 0.00 0.00 0.00 0 0 1
1740143825.9590 0.00 0.00 0.00 0.00 0 0 1
1740143834.1299 0.00 0.00 0.00 0.00 0 0 1
1740143825.9590 0.00 0.00 0.00 0.00 0 0 1
1740143825.9590 0.00 0.00 0.00 0.00 0 0 1
1740143834.1542 0.00 0.00 0.00 0.00 0 0 1
1740143825.9590 0.00 0.00 0.00 0.00 0 0 1
1740143834.1796 0.00 0.00 0.00 0.00 0 0 1
1740143825.9590 0.00 0.00 0.00 0.00 0 0 1
1740143825.9590 0.00 0.00 0.00 0.00 0 0 1
1740143834.2049 0.00 0.00 0.00 0.00 0 0 1
1740143825.9590 0.00 0.00 0.00 0.00 0 0 1
1740143825.9590 0.00 0.00 0.00 0.00 0 0 1
