% Motor voltage for all motors
% 1 	Time (sec)
% 2-3 	Voltage to motor (to Teensy) 1,2 (Volt)
% 4-5 	Voltage to motor (from Teensy) 1,2 (Volt)
% 6-7 	PWM to motor (+/- 2096) (from Teensy) 1,2
% 8 	Relax motor controller (standing still for some time)
1740142203.3752 0.00 0.00 0.00 0.00 0 0 1
1740142096.3359 0.00 0.00 0.00 0.00 0 0 1
1740142096.3359 0.00 0.00 0.00 0.00 0 0 1
1740142203.4004 0.00 0.00 0.00 0.00 0 0 1
1740142096.3359 0.00 0.00 0.00 0.00 0 0 1
1740142203.4255 0.00 0.00 0.00 0.00 0 0 1
1740142096.3359 0.00 0.00 0.00 0.00 0 0 1
1740142096.3359 0.00 0.00 0.00 0.00 0 0 1
1740142203.4503 0.00 0.00 0.00 0.00 0 0 1
1740142096.3359 0.00 0.00 0.00 0.00 0 0 1
1740142096.3359 0.00 0.00 0.00 0.00 0 0 1
1740142203.4754 0.00 0.00 0.00 0.00 0 0 1
1740142096.3359 0.00 0.00 0.00 0.00 0 0 1
1740142203.5003 0.00 0.00 0.00 0.00 0 0 1
1740142096.3359 0.00 0.00 0.00 0.00 0 0 1
1740142096.3359 0.00 0.00 0.00 0.00 0 0 1
1740142203.5256 0.00 0.00 0.00 0.00 0 0 1
1740142096.3359 0.00 0.00 0.00 0.00 0 0 1
1740142096.3359 0.00 0.00 0.00 0.00 0 0 1
1740142203.5507 0.00 0.00 0.00 0.00 0 0 1
1740142096.3359 0.00 0.00 0.00 0.00 0 0 1
1740142096.3359 0.00 0.00 0.00 0.00 0 0 1
1740142203.5759 0.00 0.00 0.00 0.00 0 0 1
1740142096.3359 0.00 0.00 0.00 0.00 0 0 1
1740142203.6010 0.00 0.00 0.00 0.00 0 0 1
1740142096.3359 0.00 0.00 0.00 0.00 0 0 1
1740142096.3359 0.00 0.00 0.00 0.00 0 0 1
1740142203.6261 0.00 0.00 0.00 0.00 0 0 1
1740142096.3359 0.00 0.00 0.00 0.00 0 0 1
1740142096.3359 0.00 0.00 0.00 0.00 0 0 1
1740142203.6511 0.00 0.00 0.00 0.00 0 0 1
1740142096.3359 0.00 0.00 0.00 0.00 0 0 1
1740142203.6760 0.00 0.00 0.00 0.00 0 0 1
1740142096.3359 0.00 0.00 0.00 0.00 0 0 1
1740142096.3359 0.00 0.00 0.00 0.00 0 0 1
1740142203.7011 0.00 0.00 0.00 0.00 0 0 1
1740142096.3359 0.00 0.00 0.00 0.00 0 0 1
1740142096.3359 0.00 0.00 0.00 0.00 0 0 1
1740142203.7262 0.00 0.00 0.00 0.00 0 0 1
1740142096.3359 0.00 0.00 0.00 0.00 0 0 1
1740142203.7509 0.00 0.00 0.00 0.00 0 0 1
1740142096.3359 0.00 0.00 0.00 0.00 0 0 1
1740142096.3359 0.00 0.00 0.00 0.00 0 0 1
1740142203.7759 0.00 0.00 0.00 0.00 0 0 1
1740142096.3359 0.00 0.00 0.00 0.00 0 0 1
1740142203.8005 0.00 0.00 0.00 0.00 0 0 1
1740142096.3359 0.00 0.00 0.00 0.00 0 0 1
1740142096.3359 0.00 0.00 0.00 0.00 0 0 1
1740142203.8257 0.00 0.00 0.00 0.00 0 0 1
1740142203.8305 0.00 0.00 0.00 0.00 0 0 1
1740142203.8461 2.10 1.93 0.00 0.00 0 0 0
1740142203.8507 2.10 1.93 2.10 1.90 0 0 0
1740142203.8612 2.64 2.43 2.10 1.90 0 0 0
1740142203.8758 2.64 2.43 2.60 2.40 0 0 0
1740142203.8768 1.65 1.69 2.60 2.40 0 0 0
1740142203.8913 1.77 1.78 2.60 2.40 0 0 0
1740142203.9008 1.77 1.78 1.80 1.80 0 0 0
1740142203.9063 2.36 2.35 1.80 1.80 0 0 0
1740142203.9216 2.72 2.46 1.80 1.80 0 0 0
